INCIDENT_ID,FIRST_OCCURENCE_DATE,LAST_OCCURENCE_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DAY,INCIDENT_ADDRESS,GEO_X,GEO_Y,DISTRICT_ID,PRECINCT_ID,OFFENSE_CODE,OFENSE_TYPE_ID,OFENSE_CATEGORY_ID,MJ_RELATION_TYPE,SIZE_QTY_LBS,SIZE_QTY_GRAMS,RECORD_CREATED_DATETIME,RECORD_UPDATED_DATETIME
201724741,1/5/2017 12:00:00 AM,1/12/2017 12:00:00 AM,2017,01,12,4125 N ELATI ST                                   ,3142294,1706924,1,112,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,INDUSTRY,,,,
201724830,1/11/2017 12:00:00 AM,1/12/2017 12:00:00 AM,2017,01,12,1770 S ACOMA ST                                   ,3143976,1674599,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2017248786,4/13/2017 12:00:00 AM,4/17/2017 12:00:00 AM,2017,04,17,1535 N YORK ST                                    ,3151824,1695175,6,622,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,NON-INDUSTRY,,,,
2017251547,4/18/2017 12:00:00 AM,4/18/2017 12:00:00 AM,2017,04,18,4707 N LIPAN ST                                   ,3139981,1710191,1,112,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2017262996,4/22/2017 12:00:00 AM,4/22/2017 12:00:00 AM,2017,04,22,3435 S YOSEMITE ST                                ,3173094,1663999,3,323,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2017263541,4/23/2017 12:00:00 AM,4/23/2017 12:00:00 AM,2017,04,23,2262 S BROADWAY ST                                ,3144351,1671325,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2017263872,4/22/2017 12:00:00 AM,4/22/2017 12:00:00 AM,2017,04,23,4660 N PEORIA ST                                  ,3183945,1710032,5,521,1205,ROBBERY - STREET,Robbery-Street-Res,NON-INDUSTRY,,,,
2017267756,4/25/2017 12:00:00 AM,4/25/2017 12:00:00 AM,2017,04,25,2251 S BROADWAY ST                                ,3144111,1671448,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2017277748,4/29/2017 12:00:00 AM,4/29/2017 12:00:00 AM,2017,04,29,2035 N PERRY ST                                   ,3129450,1697774,1,121,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,NON-INDUSTRY,,,,
2017281447,5/1/2017 12:00:00 AM,1/1/1900 12:00:00 AM,2017,05,01,1080 N SHERIDAN BLVD                              ,3125756,1692488,1,122,1205,ROBBERY - STREET,Robbery-Street-Res,NON-INDUSTRY,,,,
2017283736,5/1/2017 12:00:00 AM,1/1/1900 12:00:00 AM,2017,05,02,E 17TH AVE / N GRANT ST                           ,3145218,1696029,6,621,1313,ASSAULT - SIMPLE,Simple Assault,NON-INDUSTRY,,,,
201728896,1/14/2017 12:00:00 AM,1/14/2017 12:00:00 AM,2017,01,14,505 W 40TH AVE                                    ,3142219,1706451,1,112,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2017302041,5/7/2017 12:00:00 AM,1/1/1900 12:00:00 AM,2017,05,09,2190 S JASON ST                                   ,3140990,1671796,4,422,2399,THEFT - OTHER,Larceny,INDUSTRY,,,,
2017306393,5/11/2017 12:00:00 AM,1/1/1900 12:00:00 AM,2017,05,11,22 S GALAPAGO ST                                  ,3141743,1686126,3,311,1208,ROBBERY - RESIDENCE,Robbery-Street-Res,NON-INDUSTRY,,,,
2017325694,2/4/2017 12:00:00 AM,5/4/2017 12:00:00 AM,2017,05,19,1178 S KALAMATH ST                                ,3140643,1678536,4,422,2399,THEFT - OTHER,Larceny,INDUSTRY,,,,
2017327174,5/20/2017 12:00:00 AM,1/1/1900 12:00:00 AM,2017,05,20,830 N WYANDOT ST                                  ,3136846,1691184,1,123,5707,CRIMINAL TRESPASSING,All Other Crimes,INDUSTRY,,,,
2017342503,5/26/2017 12:00:00 AM,5/26/2017 12:00:00 AM,2017,05,26,970 S ONEIDA ST                                   ,3166714,1679991,3,322,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2017359334,6/2/2017 12:00:00 AM,1/1/1900 12:00:00 AM,2017,06,05,879 N FEDERAL BLVD                                ,3133482,1691405,1,122,7399,PUBLIC ORDER CRIMES - OTHER,All Other Crimes,INDUSTRY,,,,
2017390304,6/15/2017 12:00:00 AM,6/15/2017 12:00:00 AM,2017,06,15,2268 S DELAWARE ST                                ,3143012,1671321,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2017390334,6/15/2017 12:00:00 AM,6/15/2017 12:00:00 AM,2017,06,15,183 W ALAMEDA AVE                                 ,3142935,1684445,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2017393615,6/16/2017 12:00:00 AM,6/16/2017 12:00:00 AM,2017,06,16,4 S SANTA FE DR                                   ,3141148,1686225,3,311,2203,BURG/AUTO THEFT-BUSN W/ FORCE,Burglary,INDUSTRY,,,,
2017395592,6/17/2017 12:00:00 AM,6/17/2017 12:00:00 AM,2017,06,17,3435 S YOSEMITE ST                                ,3173094,1663999,3,323,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2017395946,6/17/2017 12:00:00 AM,6/17/2017 12:00:00 AM,2017,06,17,6625 LEETSDALE DR                                 ,3165646,1681209,3,322,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2017398205,6/17/2017 12:00:00 AM,6/18/2017 12:00:00 AM,2017,06,18,1395 S ACOMA ST                                   ,3143834,1677166,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
201740017,1/19/2017 12:00:00 AM,1/19/2017 12:00:00 AM,2017,01,19,4900 N COLORADO BLVD                              ,3157486,1711516,2,221,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
201740044,1/19/2017 12:00:00 AM,1/19/2017 12:00:00 AM,2017,01,19,380 N QUIVAS ST                                   ,3138698,1688328,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2017404666,6/20/2017 12:00:00 AM,6/20/2017 12:00:00 AM,2017,06,21,3755 N JACKSON ST                                 ,3156519,1705470,2,212,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,NON-INDUSTRY,,,,
2017405553,6/21/2017 12:00:00 AM,6/21/2017 12:00:00 AM,2017,06,21,4800 N OAKLAND ST                                 ,3182550,1711324,5,511,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2017406339,6/21/2017 12:00:00 AM,6/21/2017 12:00:00 AM,2017,06,21,2949 W ALAMEDA AVE                                ,3133738,1684368,4,411,2303,THEFT - SHOPLIFT,Larceny,INDUSTRY,,,,
2017407383,6/21/2017 12:00:00 AM,6/22/2017 12:00:00 AM,2017,06,22,3995 E 50TH AVE                                   ,3156921,1712528,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2017407620,6/22/2017 12:00:00 AM,6/22/2017 12:00:00 AM,2017,06,22,6359 E EVANS AVE                                  ,3164786,1672602,3,322,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2017409369,6/19/2017 12:00:00 AM,6/20/2017 12:00:00 AM,2017,06,22,4935 N YORK ST                                    ,3151484,1711832,2,212,2506,FORGERY - POSS. OF FORGED FTD,All Other Crimes,INDUSTRY,,,,
2017410206,6/23/2017 12:00:00 AM,6/23/2017 12:00:00 AM,2017,06,23,2035 N PERRY ST                                   ,3129450,1697774,1,121,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,NON-INDUSTRY,,,,
2017417485,6/26/2017 12:00:00 AM,6/26/2017 12:00:00 AM,2017,06,26,219 N VALLEJO ST                                  ,3136853,1687733,4,411,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2017417485,6/26/2017 12:00:00 AM,6/26/2017 12:00:00 AM,2017,06,26,219 N VALLEJO ST                                  ,3136853,1687733,4,411,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,INDUSTRY,,,,
201742028,1/19/2017 12:00:00 AM,1/1/1900 12:00:00 AM,2017,01,19,54 N LIPAN ST                                     ,3140258,1686675,3,311,2399,THEFT - OTHER,Larceny,INDUSTRY,,,,
2017420883,5/10/2017 12:00:00 AM,6/16/2017 12:00:00 AM,2017,06,27,900 S BROADWAY ST                                 ,3144293,1680260,3,313,2399,THEFT - OTHER,Larceny,NON-INDUSTRY,,,,
2017423013,6/28/2017 12:00:00 AM,6/28/2017 12:00:00 AM,2017,06,28,3995 E 50TH AVE                                   ,3156921,1712528,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2017428538,6/30/2017 12:00:00 AM,1/1/1900 12:00:00 AM,2017,06,30,4910 N FOX ST                                     ,3142427,1711405,1,112,7399,PUBLIC ORDER CRIMES - OTHER,All Other Crimes,INDUSTRY,,,,
20174380,1/3/2017 12:00:00 AM,1/3/2017 12:00:00 AM,2017,01,03,2020 S BROADWAY ST                                ,3144349,1672869,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2017443974,7/6/2017 12:00:00 AM,7/6/2017 12:00:00 AM,2017,07,06,1501 N COLORADO BLVD                              ,3157178,1695107,2,213,1313,ASSAULT - SIMPLE,Simple Assault,NON-INDUSTRY,,,,
2017444036,7/6/2017 12:00:00 AM,7/6/2017 12:00:00 AM,2017,07,06,4400 N GRAPE ST                                   ,3161828,1708842,2,221,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2017447455,7/7/2017 12:00:00 AM,1/1/1900 12:00:00 AM,2017,07,07,468 S FEDERAL BLVD                                ,3133725,1683153,4,412,2305,THEFT - ITEMS FROM VEHICLE,Theft from Motor Vehicle,INDUSTRY,,,,
2017450433,7/8/2017 12:00:00 AM,7/8/2017 12:00:00 AM,2017,07,08,5300 N JOLIET ST                                  ,3179522,1714602,5,511,2205,BURGLARY - BUSINESS NO FORCE,Burglary,INDUSTRY,,,,
2017452915,7/9/2017 12:00:00 AM,1/1/1900 12:00:00 AM,2017,07,09,171 N HAZEL CT                                    ,3132795,1687282,4,411,2399,THEFT - OTHER,Larceny,NON-INDUSTRY,,,,
2017458777,7/12/2017 12:00:00 AM,7/12/2017 12:00:00 AM,2017,07,12,3240 N PERRY ST                                   ,3129606,1703056,1,113,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,NON-INDUSTRY,,,,
2017458791,7/12/2017 12:00:00 AM,7/12/2017 12:00:00 AM,2017,07,12,2035 N PERRY ST                                   ,3129450,1697774,1,121,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,NON-INDUSTRY,,,,
2017458806,7/12/2017 12:00:00 AM,7/12/2017 12:00:00 AM,2017,07,12,2036 N PERRY ST                                   ,3129630,1697780,1,121,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,NON-INDUSTRY,,,,
2017459275,7/12/2017 12:00:00 AM,7/12/2017 12:00:00 AM,2017,07,12,4501 N ADAMS ST                                   ,3154888,1709132,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2017462013,7/12/2017 12:00:00 AM,7/13/2017 12:00:00 AM,2017,07,13,260 N SANTA FE DR                                 ,3141128,1687684,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2017471154,7/17/2017 12:00:00 AM,7/17/2017 12:00:00 AM,2017,07,17,130 N LIPAN ST                                    ,3140266,1687162,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2017474790,6/1/2017 12:00:00 AM,7/17/2017 12:00:00 AM,2017,07,18,2806 S LAMAR ST                                   ,3121910,1667308,4,423,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,NON-INDUSTRY,,,,
2017483750,7/22/2017 12:00:00 AM,7/22/2017 12:00:00 AM,2017,07,22,468 S FEDERAL BLVD                                ,3133725,1683153,4,412,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2017484339,7/22/2017 12:00:00 AM,7/22/2017 12:00:00 AM,2017,07,22,2426 S FEDERAL BLVD                               ,3133762,1670216,4,422,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2017492588,7/25/2017 12:00:00 AM,1/1/1900 12:00:00 AM,2017,07,25,1800 BLOCK E COLFAX AVE                           ,3150272,1694774,6,622,1315,MENACING - FELONY W/WEAP,Agg ASLT-Other,NON-INDUSTRY,,,,
2017498161,7/27/2017 12:00:00 AM,1/1/1900 12:00:00 AM,2017,07,27,1101 W COLFAX AVE                                 ,3140104,1694909,1,123,1205,ROBBERY - STREET,Robbery-Street-Res,NON-INDUSTRY,,,,
2017500511,7/28/2017 12:00:00 AM,1/1/1900 12:00:00 AM,2017,07,28,5130 E COLFAX AVE                                 ,3161098,1694927,2,222,1202,ROBBERY - BUSINESS,Robbery-Business,INDUSTRY,,,,
2017510091,8/1/2017 12:00:00 AM,8/1/2017 12:00:00 AM,2017,08,01,420 N UTICA ST                                    ,3128056,1688399,4,411,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,NON-INDUSTRY,,,,
2017514254,3/8/2017 12:00:00 AM,3/8/2017 12:00:00 AM,2017,08,01,2035 N PERRY ST                                   ,3129450,1697774,1,121,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,NON-INDUSTRY,,,,
2017518854,8/5/2017 12:00:00 AM,8/5/2017 12:00:00 AM,2017,08,05,1126 S SHERIDAN BLVD                              ,3125821,1678730,4,421,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2017521911,8/6/2017 12:00:00 AM,8/6/2017 12:00:00 AM,2017,08,06,2245 N SYRACUSE ST                                ,3168956,1698839,2,223,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,NON-INDUSTRY,,,,
2017524966,8/7/2017 12:00:00 AM,8/7/2017 12:00:00 AM,2017,08,08,3702 W QUINCY AVE                                 ,3130770,1657675,4,423,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2017527690,8/9/2017 12:00:00 AM,8/9/2017 12:00:00 AM,2017,08,09,4400 N GRAPE ST                                   ,3161828,1708842,2,221,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2017528706,8/9/2017 12:00:00 AM,1/1/1900 12:00:00 AM,2017,08,09,10700 E DARTMOUTH AVE                             ,3179718,1665260,3,323,2399,THEFT - OTHER,Larceny,NON-INDUSTRY,,,,
2017530162,8/10/2017 12:00:00 AM,1/1/1900 12:00:00 AM,2017,08,10,1055 19TH ST                                      ,3143054,1698655,6,611,1205,ROBBERY - STREET,Robbery-Street-Res,NON-INDUSTRY,,,,
2017532052,8/10/2017 12:00:00 AM,1/1/1900 12:00:00 AM,2017,08,10,2700 BLOCK W 38TH AVE                             ,3134677,1705373,1,113,1210,ROBBERY - PURSE SNATCH W/FORCE,Robbery-Street-Res,INDUSTRY,,,,
2017533507,8/10/2017 12:00:00 AM,8/11/2017 12:00:00 AM,2017,08,11,20 E 9TH AVE                                      ,3144383,1691311,6,623,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2017539278,8/13/2017 12:00:00 AM,8/13/2017 12:00:00 AM,2017,08,13,2440 W EVANS AVE                                  ,3135979,1672359,4,422,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2017541562,8/14/2017 12:00:00 AM,8/14/2017 12:00:00 AM,2017,08,14,5130 E COLFAX AVE                                 ,3161098,1694927,2,222,1202,ROBBERY - BUSINESS,Robbery-Business,INDUSTRY,,,,
2017544522,8/16/2017 12:00:00 AM,8/16/2017 12:00:00 AM,2017,08,16,4400 N GRAPE ST                                   ,3161828,1708842,2,221,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2017549616,8/18/2017 12:00:00 AM,8/18/2017 12:00:00 AM,2017,08,18,4980 N JACKSON ST                                 ,3156632,1712036,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2017552433,8/19/2017 12:00:00 AM,8/19/2017 12:00:00 AM,2017,08,19,5201 W 48TH AVE                                   ,3125451,1710769,1,111,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2017552869,8/18/2017 12:00:00 AM,8/19/2017 12:00:00 AM,2017,08,19,2647 S LOWELL BLVD                                ,3130826,1668897,4,421,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,NON-INDUSTRY,,,,
2017557722,8/11/2017 12:00:00 AM,1/1/1900 12:00:00 AM,2017,08,21,1174 S CHEROKEE ST                                ,3143242,1678520,3,313,7399,PUBLIC ORDER CRIMES - OTHER,All Other Crimes,INDUSTRY,,,,
2017563174,8/22/2017 12:00:00 AM,8/22/2017 12:00:00 AM,2017,08,23,4095 N JACKSON ST                                 ,3156492,1707156,2,212,2303,THEFT - SHOPLIFT,Larceny,INDUSTRY,,,,
2017568217,7/30/2017 12:00:00 AM,8/22/2017 12:00:00 AM,2017,08,25,4750 N NOME ST                                    ,3182025,1710903,5,511,2399,THEFT - OTHER,Larceny,INDUSTRY,,,,
2017570165,8/26/2017 12:00:00 AM,8/26/2017 12:00:00 AM,2017,08,26,900 N VALLEJO ST                                  ,3137052,1691598,1,123,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2017571248,8/26/2017 12:00:00 AM,1/1/1900 12:00:00 AM,2017,08,26,901 AURARIA PKWY                                  ,3138447,1697339,1,123,1205,ROBBERY - STREET,Robbery-Street-Res,NON-INDUSTRY,,,,
2017595345,8/16/2017 12:00:00 AM,8/31/2017 12:00:00 AM,2017,09,05,10555 E 45TH AVE                                  ,3178584,1709398,5,511,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,INDUSTRY,,,,
2017595562,8/23/2017 12:00:00 AM,8/23/2017 12:00:00 AM,2017,09,05,10555 E 45TH AVE                                  ,3178584,1709398,5,511,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,INDUSTRY,,,,
2017595563,8/16/2017 12:00:00 AM,9/3/2017 12:00:00 AM,2017,09,05,10555 E 45TH AVE                                  ,3178584,1709398,5,511,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,INDUSTRY,,,,
2017595806,9/5/2017 12:00:00 AM,9/5/2017 12:00:00 AM,2017,09,05,3980 N FRANKLIN ST                                ,3149505,1706752,2,211,2399,THEFT - OTHER,Larceny,INDUSTRY,,,,
2017601900,9/7/2017 12:00:00 AM,1/1/1900 12:00:00 AM,2017,09,07,4975 N VASQUEZ BLVD                               ,3155551,1711955,2,212,5707,CRIMINAL TRESPASSING,All Other Crimes,INDUSTRY,,,,
201761001,1/27/2017 12:00:00 AM,1/27/2017 12:00:00 AM,2017,01,27,1801 CHESTNUT PL                                  ,3140284,1700762,6,612,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,NON-INDUSTRY,,,,
2017616012,9/13/2017 12:00:00 AM,1/1/1900 12:00:00 AM,2017,09,13,330 N FEDERAL BLVD                                ,3133715,1688115,4,411,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,INDUSTRY,,,,
2017616012,9/13/2017 12:00:00 AM,1/1/1900 12:00:00 AM,2017,09,13,330 N FEDERAL BLVD                                ,3133715,1688115,4,411,1313,ASSAULT - SIMPLE,Simple Assault,INDUSTRY,,,,
2017616012,9/13/2017 12:00:00 AM,1/1/1900 12:00:00 AM,2017,09,13,330 N FEDERAL BLVD                                ,3133715,1688115,4,411,5312,DISTURBING THE PEACE,All Other Crimes,INDUSTRY,,,,
2017619786,9/15/2017 12:00:00 AM,9/15/2017 12:00:00 AM,2017,09,15,3100 BLAKE ST                                     ,3145964,1703803,2,211,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,INDUSTRY,,,,
2017627619,9/10/2017 12:00:00 AM,9/17/2017 12:00:00 AM,2017,09,18,2121 S JASON ST                                   ,3140797,1672099,4,422,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,INDUSTRY,,,,
2017630291,9/15/2017 12:00:00 AM,9/15/2017 12:00:00 AM,2017,09,19,3450 N BRIGHTON BLVD                              ,3146505,1705791,2,211,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2017632485,9/20/2017 12:00:00 AM,9/20/2017 12:00:00 AM,2017,09,20,7164 E OHIO DR                                    ,3167499,1681209,3,322,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,NON-INDUSTRY,,,,
2017632535,9/20/2017 12:00:00 AM,1/1/1900 12:00:00 AM,2017,09,21,4820 MORRISON RD                                  ,3126979,1679901,4,412,7399,PUBLIC ORDER CRIMES - OTHER,All Other Crimes,INDUSTRY,,,,
2017634605,9/20/2017 12:00:00 AM,1/1/1900 12:00:00 AM,2017,09,22,2116 S KALAMATH ST                                ,3140607,1672258,4,422,7399,PUBLIC ORDER CRIMES - OTHER,All Other Crimes,INDUSTRY,,,,
2017636673,9/22/2017 12:00:00 AM,9/22/2017 12:00:00 AM,2017,09,22,1568 S FEDERAL BLVD                               ,3133861,1675958,4,422,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2017636816,9/22/2017 12:00:00 AM,9/22/2017 12:00:00 AM,2017,09,22,2050 S CHEROKEE ST                                ,3143331,1672729,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2017640874,9/23/2017 12:00:00 AM,9/23/2017 12:00:00 AM,2017,09,23,5130 E COLFAX AVE                                 ,3161098,1694927,2,222,1202,ROBBERY - BUSINESS,Robbery-Business,INDUSTRY,,,,
2017645179,9/25/2017 12:00:00 AM,1/1/1900 12:00:00 AM,2017,09,25,750 N CANOSA CT                                   ,3135188,1690560,1,122,5707,CRIMINAL TRESPASSING,All Other Crimes,INDUSTRY,,,,
2017645588,9/26/2017 12:00:00 AM,1/1/1900 12:00:00 AM,2017,09,26,1999 N BROADWAY ST                                ,3144009,1697690,6,611,1205,ROBBERY - STREET,Robbery-Street-Res,NON-INDUSTRY,,,,
2017651394,9/28/2017 12:00:00 AM,1/1/1900 12:00:00 AM,2017,09,28,8101 E NORTHFIELD BLVD                            ,3170283,1711719,5,511,2399,THEFT - OTHER,Larceny,NON-INDUSTRY,,,,
2017651394,9/28/2017 12:00:00 AM,1/1/1900 12:00:00 AM,2017,09,28,8101 E NORTHFIELD BLVD                            ,3170283,1711719,5,511,1313,ASSAULT - SIMPLE,Simple Assault,NON-INDUSTRY,,,,
2017652968,9/28/2017 12:00:00 AM,9/29/2017 12:00:00 AM,2017,09,29,1941 W EVANS AVE                                  ,3137806,1672571,4,422,2399,THEFT - OTHER,Larceny,INDUSTRY,,,,
201765337,1/30/2017 12:00:00 AM,1/30/2017 12:00:00 AM,2017,01,30,1568 S BROADWAY ST                                ,3144286,1675958,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2017653395,9/29/2017 12:00:00 AM,1/1/1900 12:00:00 AM,2017,09,29,5227 N MONROE ST                                  ,3155817,1714012,2,212,7399,PUBLIC ORDER CRIMES - OTHER,All Other Crimes,INDUSTRY,,,,
2017655509,9/30/2017 12:00:00 AM,9/30/2017 12:00:00 AM,2017,09,30,2268 S DELAWARE ST                                ,3143012,1671321,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
201767448,1/30/2017 12:00:00 AM,1/30/2017 12:00:00 AM,2017,01,30,1015 W EVANS AVE                                  ,3140803,1672547,4,422,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2017678119,10/9/2017 12:00:00 AM,1/1/1900 12:00:00 AM,2017,10,09,950 N JULIAN ST                                   ,3132006,1691840,1,122,1208,ROBBERY - RESIDENCE,Robbery-Street-Res,NON-INDUSTRY,,,,
2017679095,10/9/2017 12:00:00 AM,10/9/2017 12:00:00 AM,2017,10,10,4820 MORRISON RD                                  ,3126979,1679901,4,412,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2017693957,10/16/2017 12:00:00 AM,10/16/2017 12:00:00 AM,2017,10,16,6359 E EVANS AVE                                  ,3164786,1672602,3,322,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2017696437,10/17/2017 12:00:00 AM,10/17/2017 12:00:00 AM,2017,10,17,3450 N BRIGHTON BLVD                              ,3146496,1705787,2,211,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2017698888,10/18/2017 12:00:00 AM,10/18/2017 12:00:00 AM,2017,10,18,468 S FEDERAL BLVD                                ,3133725,1683153,4,412,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2017708304,10/21/2017 12:00:00 AM,1/1/1900 12:00:00 AM,2017,10,21,4820 MORRISON RD                                  ,3126979,1679901,4,412,1205,ROBBERY - STREET,Robbery-Street-Res,INDUSTRY,,,,
2017711025,10/23/2017 12:00:00 AM,10/23/2017 12:00:00 AM,2017,10,23,5015 N TUCSON WAY                                 ,3185158,1712375,5,521,1208,ROBBERY - RESIDENCE,Robbery-Street-Res,NON-INDUSTRY,,,,
20177133,1/4/2017 12:00:00 AM,1/1/1900 12:00:00 AM,2017,01,04,445 N FEDERAL BLVD                                ,3133474,1688828,4,411,2308,THEFT - FROM BLDG,Larceny,INDUSTRY,,,,
2017718560,10/26/2017 12:00:00 AM,10/26/2017 12:00:00 AM,2017,10,26,4280 MORRISON RD                                  ,3128694,1681587,4,412,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2017722453,10/27/2017 12:00:00 AM,1/1/1900 12:00:00 AM,2017,10,27,3051 S UNIVERSITY BLVD                            ,3152109,1666362,3,313,1208,ROBBERY - RESIDENCE,Robbery-Street-Res,NON-INDUSTRY,,,,
2017723658,10/28/2017 12:00:00 AM,10/28/2017 12:00:00 AM,2017,10,28,4700 N CLAUDE CT                                  ,3151760,1710198,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,NON-INDUSTRY,,,,
2017727896,10/29/2017 12:00:00 AM,10/30/2017 12:00:00 AM,2017,10,30,1115 S BANNOCK ST                                 ,3143433,1678882,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2017728555,10/29/2017 12:00:00 AM,10/30/2017 12:00:00 AM,2017,10,30,1301 S CHEROKEE ST                                ,3143141,1677624,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2017745636,11/6/2017 12:00:00 AM,1/1/1900 12:00:00 AM,2017,11,06,2222 LAWRENCE ST                                  ,3143852,1700184,6,611,1313,ASSAULT - SIMPLE,Simple Assault,NON-INDUSTRY,,,,
2017745636,11/6/2017 12:00:00 AM,1/1/1900 12:00:00 AM,2017,11,06,2222 LAWRENCE ST                                  ,3143852,1700184,6,611,1316,THREATS TO INJURE,All Other Crimes,NON-INDUSTRY,,,,
201774679,1/31/2017 12:00:00 AM,1/31/2017 12:00:00 AM,2017,02,02,10555 E 45TH AVE                                  ,3178584,1709398,5,511,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,INDUSTRY,,,,
2017751553,11/9/2017 12:00:00 AM,11/9/2017 12:00:00 AM,2017,11,09,875 N NAVAJO ST                                   ,3139417,1691262,1,123,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
