INCIDENT_ID,FIRST_OCCURENCE_DATE,LAST_OCCURENCE_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DAY,INCIDENT_ADDRESS,GEO_X,GEO_Y,DISTRICT_ID,PRECINCT_ID,OFFENSE_CODE,OFENSE_TYPE_ID,OFENSE_CATEGORY_ID,MJ_RELATION_TYPE,SIZE_QTY_LBS,SIZE_QTY_GRAMS,RECORD_CREATED_DATETIME,RECORD_UPDATED_DATETIME
2018560070,8/17/2018 12:00:00 AM,8/17/2018 12:00:00 AM,2018,08,17,1568 S BROADWAY ST                                ,3144286,1675958,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018560102,8/17/2018 12:00:00 AM,8/17/2018 12:00:00 AM,2018,08,17,3555 S YOSEMITE ST                                ,3173020,1662878,3,324,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018560182,8/17/2018 12:00:00 AM,1/1/1900 12:00:00 AM,2018,08,17,7870 W QUINCY AVE                                 ,3116932,1657685,4,423,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
201856457,1/24/2018 12:00:00 AM,1/24/2018 12:00:00 AM,2018,01,24,1055 S FOX ST                                     ,3142161,1679300,4,412,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018577489,8/24/2018 12:00:00 AM,8/24/2018 12:00:00 AM,2018,08,24,3555 S YOSEMITE ST                                ,3173020,1662878,3,324,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018582461,8/26/2018 12:00:00 AM,8/26/2018 12:00:00 AM,2018,08,26,4690 N BRIGHTON BLVD                              ,3149975,1710084,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018594837,8/31/2018 12:00:00 AM,8/31/2018 12:00:00 AM,2018,08,31,6858 E EVANS AVE                                  ,3166313,1672406,3,323,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018595943,8/23/2018 12:00:00 AM,1/1/1900 12:00:00 AM,2018,08,31,1350 S SHERIDAN BLVD                              ,3125828,1677226,4,421,2399,THEFT - OTHER,Larceny,INDUSTRY,,,,
2018596153,8/25/2018 12:00:00 AM,8/30/2018 12:00:00 AM,2018,08,31,2000 S DAHLIA ST                                  ,3160039,1673151,3,322,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,INDUSTRY,,,,
20186000131,1/3/2018 12:00:00 AM,1/3/2018 12:00:00 AM,2018,01,04,4015 N ELATI ST                                   ,3142282,1706533,1,112,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,INDUSTRY,,,,
20186007702,8/8/2018 12:00:00 AM,8/8/2018 12:00:00 AM,2018,08,08,6767 E 39TH AVE                                   ,3165817,1706380,2,221,2304,THEFT - PARTS FROM VEHICLE,Theft from Motor Vehicle,INDUSTRY,,,,
20186008479,8/28/2018 12:00:00 AM,8/29/2018 12:00:00 AM,2018,08,29,660 N BRYANT ST                                   ,3135418,1690006,1,122,2305,THEFT - ITEMS FROM VEHICLE,Theft from Motor Vehicle,INDUSTRY,,,,
20186008716,9/4/2018 12:00:00 AM,9/4/2018 12:00:00 AM,2018,09,04,577 S JASON ST                                    ,3140848,1682477,4,412,2305,THEFT - ITEMS FROM VEHICLE,Theft from Motor Vehicle,INDUSTRY,,,,
20186011512,11/25/2018 12:00:00 AM,11/25/2018 12:00:00 AM,2018,11,25,11975 E 40TH AVE                                  ,3182912,1707217,5,512,2305,THEFT - ITEMS FROM VEHICLE,Theft from Motor Vehicle,INDUSTRY,,,,
2018602288,9/3/2018 12:00:00 AM,1/1/1900 12:00:00 AM,2018,09,03,4935 N YORK ST                                    ,3151887,1711462,2,212,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,INDUSTRY,,,,
2018604255,9/4/2018 12:00:00 AM,1/1/1900 12:00:00 AM,2018,09,04,1126 S SHERIDAN BLVD                              ,3125821,1678730,4,421,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018604605,8/31/2018 12:00:00 AM,9/4/2018 12:00:00 AM,2018,09,04,4785 N ELATI ST                                   ,3142364,1710518,1,112,2404,THEFT - OF MOTOR VEHICLE,Auto Theft,INDUSTRY,,,,
2018605627,9/4/2018 12:00:00 AM,9/4/2018 12:00:00 AM,2018,09,04,2645 S SANTA FE DR                                ,3141742,1668660,3,313,2205,BURGLARY - BUSINESS NO FORCE,Burglary,INDUSTRY,,,,
2018627159,9/12/2018 12:00:00 AM,9/12/2018 12:00:00 AM,2018,09,12,4080 N GLOBEVILLE RD                              ,3143631,1706694,1,112,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018627803,9/13/2018 12:00:00 AM,9/13/2018 12:00:00 AM,2018,09,13,74 N FEDERAL BLVD                                 ,3133707,1686718,4,411,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,INDUSTRY,,,,
2018630030,9/14/2018 12:00:00 AM,1/1/1900 12:00:00 AM,2018,09,14,3930 BLAKE ST                                     ,3148656,1706544,2,211,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018635099,9/15/2018 12:00:00 AM,1/1/1900 12:00:00 AM,2018,09,16,1601 CHESTNUT PL                                  ,3139627,1699486,6,612,1205,ROBBERY - STREET,Robbery-Street-Res,NON-INDUSTRY,,,,
2018640229,9/18/2018 12:00:00 AM,9/18/2018 12:00:00 AM,2018,09,18,2020 S COLORADO BLVD                              ,3157519,1672944,3,314,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018640250,9/18/2018 12:00:00 AM,9/18/2018 12:00:00 AM,2018,09,18,2390 S BROADWAY ST                                ,3144264,1670566,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018640260,9/18/2018 12:00:00 AM,9/18/2018 12:00:00 AM,2018,09,18,183 W ALAMEDA AVE                                 ,3142935,1684445,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018641785,9/18/2018 12:00:00 AM,9/18/2018 12:00:00 AM,2018,09,18,3100 BLAKE ST                                     ,3145964,1703803,2,211,2305,THEFT - ITEMS FROM VEHICLE,Theft from Motor Vehicle,INDUSTRY,,,,
2018649572,9/16/2018 12:00:00 AM,1/1/1900 12:00:00 AM,2018,09,21,11975 E 40TH AVE                                  ,3182912,1707217,5,512,2303,THEFT - SHOPLIFT,Larceny,INDUSTRY,,,,
2018661094,9/26/2018 12:00:00 AM,9/26/2018 12:00:00 AM,2018,09,26,399 S HARRISON ST                                 ,3157075,1683778,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018663269,9/27/2018 12:00:00 AM,9/27/2018 12:00:00 AM,2018,09,27,399 S HARRISON ST                                 ,3157075,1683778,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018663283,9/27/2018 12:00:00 AM,9/27/2018 12:00:00 AM,2018,09,27,2001 S BROADWAY ST                                ,3144120,1673026,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018663301,9/27/2018 12:00:00 AM,9/27/2018 12:00:00 AM,2018,09,27,2070 S HURON ST                                   ,3141568,1672612,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018663315,9/27/2018 12:00:00 AM,9/27/2018 12:00:00 AM,2018,09,27,4820 MORRISON RD                                  ,3126979,1679901,4,412,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018666172,9/27/2018 12:00:00 AM,9/28/2018 12:00:00 AM,2018,09,28,5077 N COLORADO BLVD                              ,3156774,1712483,2,212,2305,THEFT - ITEMS FROM VEHICLE,Theft from Motor Vehicle,NON-INDUSTRY,,,,
2018679602,10/3/2018 12:00:00 AM,10/3/2018 12:00:00 AM,2018,10,03,3203 N QUEBEC ST                                  ,3167444,1703321,2,221,1205,ROBBERY - STREET,Robbery-Street-Res,NON-INDUSTRY,,,,
2018680942,9/23/2018 12:00:00 AM,9/29/2018 12:00:00 AM,2018,10,04,879 N FEDERAL BLVD                                ,3133482,1691405,1,122,2399,THEFT - OTHER,Larceny,INDUSTRY,,,,
2018689549,10/8/2018 12:00:00 AM,10/8/2018 12:00:00 AM,2018,10,08,2568 S BROADWAY ST                                ,3144350,1669345,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018690586,10/7/2018 12:00:00 AM,10/8/2018 12:00:00 AM,2018,10,08,4228 N YORK ST                                    ,3152105,1707908,2,212,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,INDUSTRY,,,,
2018692118,10/9/2018 12:00:00 AM,1/1/1900 12:00:00 AM,2018,10,09,8101 E NORTHFIELD BLVD                            ,3170283,1711719,5,511,3562,DRUG - MARIJUANA POSSESS,Drug Offenses,NON-INDUSTRY,,,,
2018695009,10/8/2018 12:00:00 AM,10/8/2018 12:00:00 AM,2018,10,10,1995 S BROADWAY ST                                ,3144121,1673150,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018695247,10/10/2018 12:00:00 AM,1/1/1900 12:00:00 AM,2018,10,10,702 N WOLFF ST                                    ,3127030,1690682,1,122,3560,DRUG - MARIJUANA SELL,Drug Offenses,NON-INDUSTRY,,,,
2018695247,10/10/2018 12:00:00 AM,1/1/1900 12:00:00 AM,2018,10,10,702 N WOLFF ST                                    ,3127030,1690682,1,122,3599,DRUG - PCS - OTHER DRUG,Drug Offenses,NON-INDUSTRY,,,,
2018697734,10/11/2018 12:00:00 AM,1/1/1900 12:00:00 AM,2018,10,11,4567 N DEARBORN ST                                ,3191039,1708733,5,521,3560,DRUG - MARIJUANA SELL,Drug Offenses,NON-INDUSTRY,,,,
2018699043,10/12/2018 12:00:00 AM,10/12/2018 12:00:00 AM,2018,10,12,4820 MORRISON RD                                  ,3126979,1679901,4,412,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018699146,10/12/2018 12:00:00 AM,10/12/2018 12:00:00 AM,2018,10,12,399 S HARRISON ST                                 ,3157075,1683778,3,311,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,INDUSTRY,,,,
2018700943,10/12/2018 12:00:00 AM,1/1/1900 12:00:00 AM,2018,10,12,15 S STEELE ST                                    ,3154360,1686227,3,311,1205,ROBBERY - STREET,Robbery-Street-Res,NON-INDUSTRY,,,,
2018701888,10/13/2018 12:00:00 AM,10/13/2018 12:00:00 AM,2018,10,13,2020 S BROADWAY ST                                ,3144349,1672869,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018701892,10/13/2018 12:00:00 AM,10/13/2018 12:00:00 AM,2018,10,13,1568 S BROADWAY ST                                ,3144286,1675958,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018701934,10/13/2018 12:00:00 AM,10/13/2018 12:00:00 AM,2018,10,13,2835 S MONACO ST                                  ,3165121,1667828,3,323,2404,THEFT - OF MOTOR VEHICLE,Auto Theft,NON-INDUSTRY,,,,
2018701946,10/12/2018 12:00:00 AM,10/12/2018 12:00:00 AM,2018,10,13,N DAHLIA ST / E 33RD AVE                          ,3159722,1703387,2,221,1313,ASSAULT - SIMPLE,Simple Assault,NON-INDUSTRY,,,,
2018703896,10/14/2018 12:00:00 AM,10/14/2018 12:00:00 AM,2018,10,14,10625 E 51ST AVE                                  ,3178574,1713537,5,511,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018704169,10/14/2018 12:00:00 AM,1/1/1900 12:00:00 AM,2018,10,14,1568 S FEDERAL BLVD                               ,3133861,1675958,4,422,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018706589,10/14/2018 12:00:00 AM,10/14/2018 12:00:00 AM,2018,10,15,1196 S BANNOCK ST                                 ,3143513,1678430,3,313,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,INDUSTRY,,,,
2018711740,9/15/2018 12:00:00 AM,9/15/2018 12:00:00 AM,2018,10,17,5201 W 48TH AVE                                   ,3125451,1710769,1,111,2303,THEFT - SHOPLIFT,Larceny,INDUSTRY,,,,
2018715570,10/19/2018 12:00:00 AM,10/19/2018 12:00:00 AM,2018,10,19,3100 BLAKE ST                                     ,3145964,1703803,2,211,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018738858,10/29/2018 12:00:00 AM,10/29/2018 12:00:00 AM,2018,10,29,2645 S SANTA FE DR                                ,3141742,1668660,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018738863,10/29/2018 12:00:00 AM,10/29/2018 12:00:00 AM,2018,10,29,2601 W ALAMEDA AVE                                ,3135546,1684354,4,411,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018739785,10/29/2018 12:00:00 AM,10/29/2018 12:00:00 AM,2018,10,29,755 S FEDERAL BLVD                                ,3133515,1681258,4,412,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018743392,10/30/2018 12:00:00 AM,10/30/2018 12:00:00 AM,2018,10,30,930 W BYERS PL                                    ,3141142,1684540,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018745233,10/31/2018 12:00:00 AM,10/31/2018 12:00:00 AM,2018,10,31,4900 N COLORADO BLVD                              ,3157486,1711516,2,221,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018746080,11/1/2018 12:00:00 AM,11/1/2018 12:00:00 AM,2018,11,01,5475 N PEORIA ST                                  ,3183035,1715021,5,511,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018746423,11/1/2018 12:00:00 AM,11/1/2018 12:00:00 AM,2018,11,01,3855 N QUENTIN ST                                 ,3184099,1706162,5,512,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018746561,11/1/2018 12:00:00 AM,1/1/1900 12:00:00 AM,2018,11,01,1940 W MISSISSIPPI AVE                            ,3137569,1678943,4,422,7399,PUBLIC ORDER CRIMES - OTHER,All Other Crimes,INDUSTRY,,,,
2018753269,11/4/2018 12:00:00 AM,11/4/2018 12:00:00 AM,2018,11,04,4837 N WASHINGTON ST                              ,3146510,1711040,1,112,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018753304,11/4/2018 12:00:00 AM,11/4/2018 12:00:00 AM,2018,11,04,505 W 40TH AVE                                    ,3142219,1706451,1,112,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018758199,11/4/2018 12:00:00 AM,11/4/2018 12:00:00 AM,2018,11,06,777 N CANOSA CT                                   ,3134947,1690779,1,122,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018765634,11/4/2018 12:00:00 AM,11/4/2018 12:00:00 AM,2018,11,09,4539 N COLUMBINE ST                               ,3152497,1709329,2,212,1208,ROBBERY - RESIDENCE,Robbery-Street-Res,NON-INDUSTRY,,,,
2018774561,11/12/2018 12:00:00 AM,1/1/1900 12:00:00 AM,2018,11,13,7739 E COLFAX AVE                                 ,3169284,1695129,2,223,1205,ROBBERY - STREET,Robbery-Street-Res,INDUSTRY,,,,
201878414,2/1/2018 12:00:00 AM,2/2/2018 12:00:00 AM,2018,02,02,1920 S CHEROKEE ST                                ,3143325,1673588,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018789291,11/20/2018 12:00:00 AM,11/20/2018 12:00:00 AM,2018,11,20,4773 N FOX ST                                     ,3142062,1710572,1,112,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018789303,11/20/2018 12:00:00 AM,11/20/2018 12:00:00 AM,2018,11,20,3480 PARK AVEW                                    ,3142322,1704085,1,112,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018789339,11/20/2018 12:00:00 AM,11/20/2018 12:00:00 AM,2018,11,20,399 S HARRISON ST                                 ,3157075,1683778,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018789365,11/20/2018 12:00:00 AM,11/20/2018 12:00:00 AM,2018,11,20,6858 E EVANS AVE                                  ,3166313,1672406,3,323,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018789599,11/20/2018 12:00:00 AM,11/20/2018 12:00:00 AM,2018,11,20,4900 N COLORADO BLVD                              ,3157486,1711516,2,221,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018792184,11/21/2018 12:00:00 AM,11/21/2018 12:00:00 AM,2018,11,21,4975 N VASQUEZ BLVD                               ,3155551,1711955,2,212,1313,ASSAULT - DV,Simple Assault,INDUSTRY,,,,
2018792420,11/19/2018 12:00:00 AM,1/1/1900 12:00:00 AM,2018,11,21,4394 N GRAPE ST                                   ,3161830,1708713,2,221,2404,THEFT - OF MOTOR VEHICLE,Auto Theft,INDUSTRY,,,,
2018797654,11/23/2018 12:00:00 AM,1/1/1900 12:00:00 AM,2018,11,24,120 S KALAMATH ST                                 ,3140719,1685494,3,311,2399,THEFT - OTHER,Larceny,INDUSTRY,,,,
2018802217,11/22/2018 12:00:00 AM,11/22/2018 12:00:00 AM,2018,11,26,3855 N QUENTIN ST                                 ,3184099,1706162,5,512,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018803901,11/27/2018 12:00:00 AM,1/1/1900 12:00:00 AM,2018,11,27,3500 PARK AVEW                                    ,3142251,1704457,1,112,3560,DRUG - MARIJUANA SELL,Drug Offenses,NON-INDUSTRY,,,,
2018804214,11/27/2018 12:00:00 AM,1/1/1900 12:00:00 AM,2018,11,27,866 N NAVAJO ST                                   ,3139552,1691057,1,123,7399,PUBLIC ORDER CRIMES - OTHER,All Other Crimes,INDUSTRY,,,,
201880559,2/3/2018 12:00:00 AM,1/1/1900 12:00:00 AM,2018,02,03,1500 BLOCK STOUT ST                               ,3142397,1696767,6,611,2399,THEFT - OTHER,Larceny,NON-INDUSTRY,,,,
201880858,2/2/2018 12:00:00 AM,2/3/2018 12:00:00 AM,2018,02,03,4305 N BRIGHTON BLVD                              ,3148956,1708556,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018811140,11/30/2018 12:00:00 AM,1/1/1900 12:00:00 AM,2018,11,30,574 W 6TH AVE                                     ,3142196,1689502,3,311,3560,DRUG - MARIJUANA SELL,Drug Offenses,NON-INDUSTRY,,,,
2018817214,12/1/2018 12:00:00 AM,1/1/1900 12:00:00 AM,2018,12,03,1500 E COLFAX AVE                                 ,3149211,1694820,6,622,2399,THEFT - OTHER,Larceny,NON-INDUSTRY,,,,
2018825175,12/6/2018 12:00:00 AM,1/1/1900 12:00:00 AM,2018,12,06,1350 S SHERIDAN BLVD                              ,3125828,1677226,4,421,2303,THEFT - SHOPLIFT,Larceny,INDUSTRY,,,,
2018826167,12/7/2018 12:00:00 AM,12/7/2018 12:00:00 AM,2018,12,07,930 W BYERS PL                                    ,3141142,1684540,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018828725,12/8/2018 12:00:00 AM,12/8/2018 12:00:00 AM,2018,12,08,3954 N WILLIAMS ST                                ,3150221,1706661,2,211,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018829171,12/8/2018 12:00:00 AM,12/8/2018 12:00:00 AM,2018,12,08,3819 N QUENTIN ST                                 ,3184092,1705932,5,512,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018831001,12/9/2018 12:00:00 AM,12/9/2018 12:00:00 AM,2018,12,09,82 S FEDERAL BLVD                                 ,3133690,1685664,4,411,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018831293,12/8/2018 12:00:00 AM,12/9/2018 12:00:00 AM,2018,12,09,3954 N WILLIAMS ST                                ,3150221,1706661,2,211,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018832767,12/10/2018 12:00:00 AM,12/10/2018 12:00:00 AM,2018,12,10,10625 E 51ST AVE                                  ,3178574,1713537,5,511,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018832794,12/10/2018 12:00:00 AM,12/10/2018 12:00:00 AM,2018,12,10,1995 S BROADWAY ST                                ,3144121,1673150,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018833146,12/10/2018 12:00:00 AM,12/10/2018 12:00:00 AM,2018,12,10,3944 N HIGH ST                                    ,3150562,1706559,2,211,2205,BURGLARY - BUSINESS NO FORCE,Burglary,INDUSTRY,,,,
2018835139,12/11/2018 12:00:00 AM,12/11/2018 12:00:00 AM,2018,12,11,6858 E EVANS AVE                                  ,3166313,1672406,3,323,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018835144,12/11/2018 12:00:00 AM,12/11/2018 12:00:00 AM,2018,12,11,4735 W 38TH AVE                                   ,3126994,1705528,1,111,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018835200,12/11/2018 12:00:00 AM,12/11/2018 12:00:00 AM,2018,12,11,1133 N BANNOCK ST                                 ,3143321,1692796,6,611,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018835288,12/11/2018 12:00:00 AM,12/11/2018 12:00:00 AM,2018,12,11,7050 N TOWER RD                                   ,3204743,1726098,5,522,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018843012,12/13/2018 12:00:00 AM,12/13/2018 12:00:00 AM,2018,12,14,6853 LEETSDALE DR                                 ,3166373,1680902,3,322,2399,THEFT - OTHER,Larceny,INDUSTRY,,,,
2018845790,12/15/2018 12:00:00 AM,1/1/1900 12:00:00 AM,2018,12,15,330 N FEDERAL BLVD                                ,3133715,1688115,4,411,2303,THEFT - SHOPLIFT,Larceny,INDUSTRY,,,,
2018847292,12/16/2018 12:00:00 AM,12/16/2018 12:00:00 AM,2018,12,16,5130 E COLFAX AVE                                 ,3161098,1694927,2,222,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018848462,12/16/2018 12:00:00 AM,12/16/2018 12:00:00 AM,2018,12,16,155 S PECOS ST                                    ,3138861,1685187,4,411,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018851288,12/18/2018 12:00:00 AM,12/18/2018 12:00:00 AM,2018,12,18,399 S HARRISON ST                                 ,3157075,1683778,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018851536,12/18/2018 12:00:00 AM,12/18/2018 12:00:00 AM,2018,12,18,1346 W CEDAR AVE                                  ,3139255,1684948,4,411,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2018854686,12/19/2018 12:00:00 AM,1/1/1900 12:00:00 AM,2018,12,19,2426 S FEDERAL BLVD                               ,3133762,1670216,4,422,2303,THEFT - SHOPLIFT,Larceny,INDUSTRY,,,,
2018854789,12/18/2018 12:00:00 AM,12/18/2018 12:00:00 AM,2018,12,19,1150 W CUSTER PL                                  ,3140566,1682579,4,412,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,INDUSTRY,,,,
2018869703,12/17/2018 12:00:00 AM,12/21/2018 12:00:00 AM,2018,12,27,1619 W 12TH AVE                                   ,3138175,1693265,1,123,2308,THEFT - FROM BLDG,Larceny,INDUSTRY,,,,
20189518030,3/5/2018 12:00:00 AM,3/5/2018 12:00:00 AM,2018,03,06,4414 N VINE ST                                    ,3151174,1708722,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2019109282,2/7/2019 12:00:00 AM,2/7/2019 12:00:00 AM,2019,02,18,2145 W EVANS AVE                                  ,3137232,1672558,4,422,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2019109305,2/17/2019 12:00:00 AM,2/17/2019 12:00:00 AM,2019,02,18,6625 LEETSDALE DR                                 ,3165646,1681209,3,322,2999,CRIMINAL MISCHIEF - GRAFFITI,Criminal Mischief-Graffiti,INDUSTRY,,,,
2019115692,2/20/2019 12:00:00 AM,2/21/2019 12:00:00 AM,2019,02,21,70 N BROADWAY ST                                  ,3144286,1686769,3,311,2999,CRIMINAL MISCHIEF - GRAFFITI,Criminal Mischief-Graffiti,INDUSTRY,,,,
2019120456,2/23/2019 12:00:00 AM,1/1/1900 12:00:00 AM,2019,02,23,3944 N HIGH ST                                    ,3150562,1706559,2,211,1313,ASSAULT - SIMPLE,Simple Assault,INDUSTRY,,,,
2019123808,2/23/2019 12:00:00 AM,2/24/2019 12:00:00 AM,2019,02,25,665 N KALAMATH ST                                 ,3140524,1690012,1,123,2999,CRIMINAL MISCHIEF - GRAFFITI,Criminal Mischief-Graffiti,INDUSTRY,,,,
2019125248,2/25/2019 12:00:00 AM,1/1/1900 12:00:00 AM,2019,02,25,120 S KALAMATH ST                                 ,3140719,1685494,3,311,2399,THEFT - OTHER,Larceny,INDUSTRY,,,,
2019125252,2/25/2019 12:00:00 AM,1/1/1900 12:00:00 AM,2019,02,25,1126 S SHERIDAN BLVD                              ,3125821,1678730,4,421,2305,THEFT - ITEMS FROM VEHICLE,Theft from Motor Vehicle,INDUSTRY,,,,
2019132103,2/28/2019 12:00:00 AM,1/1/1900 12:00:00 AM,2019,02,28,1930 E 40TH AVE                                   ,3150712,1706726,2,211,5707,CRIMINAL TRESPASSING,All Other Crimes,INDUSTRY,,,,
2019132684,2/28/2019 12:00:00 AM,1/1/1900 12:00:00 AM,2019,02,28,4801 W COLFAX AVE                                 ,3126829,1694981,1,121,1205,ROBBERY - STREET,Robbery-Street-Res,INDUSTRY,,,,
2019134945,3/1/2019 12:00:00 AM,1/1/1900 12:00:00 AM,2019,03,05,1500 E COLFAX AVE                                 ,3149211,1694820,6,622,4104,LIQUOR - POSSESSION,All Other Crimes,INDUSTRY,,,,
201913786,1/2/2019 12:00:00 AM,1/2/2019 12:00:00 AM,2019,01,07,1075 S FOX ST                                     ,3142162,1679212,4,412,2201,BURGLARY - SAFE,Burglary,INDUSTRY,,,,
2019143157,3/5/2019 12:00:00 AM,3/5/2019 12:00:00 AM,2019,03,05,5201 W 48TH AVE                                   ,3125451,1710769,1,111,2305,THEFT - ITEMS FROM VEHICLE,Theft from Motor Vehicle,INDUSTRY,,,,
2019146171,3/7/2019 12:00:00 AM,3/7/2019 12:00:00 AM,2019,03,07,5475 N PEORIA ST                                  ,3183035,1715021,5,511,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2019146802,3/7/2019 12:00:00 AM,1/1/1900 12:00:00 AM,2019,03,07,1941 W EVANS AVE                                  ,3137812,1672569,4,422,1316,THREATS TO INJURE,All Other Crimes,INDUSTRY,,,,
2019170676,3/18/2019 12:00:00 AM,3/18/2019 12:00:00 AM,2019,03,18,4975 N VASQUEZ BLVD                               ,3155551,1711955,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
2019170712,3/18/2019 12:00:00 AM,3/18/2019 12:00:00 AM,2019,03,18,1136 N YUMA CT                                    ,3136560,1692717,1,123,2203,BURGLARY - BUSINESS BY FORCE,Burglary,INDUSTRY,,,,
